VERTEX_SE2 1000 -0.640705 -0.691769 0.683583
VERTEX_SE2 1001 -0.636622 -0.690615 0.670102
VERTEX_SE2 1002 -0.453632 -0.547838 0.656994
VERTEX_SE2 1003 -0.178509 -0.338121 0.642494
VERTEX_SE2 1004 0.0991267 -0.131818 0.634135
VERTEX_SE2 1005 0.386306 0.0727958 0.619462
VERTEX_SE2 1006 0.674393 0.273391 0.609756
VERTEX_SE2 1007 0.9661 0.47248 0.603091
VERTEX_SE2 1008 1.17953 0.614354 0.595323
VERTEX_SE2 1009 1.00264 0.51635 1.31916
VERTEX_SE2 1010 1.06755 0.723727 1.31089
VERTEX_SE2 1011 1.00264 0.558976 2.02964
VERTEX_SE2 1012 0.861617 0.872552 2.02159
VERTEX_SE2 1013 0.798553 1.02912 2.02479
VERTEX_SE2 1014 0.830009 0.889237 2.74338
VERTEX_SE2 1015 0.525451 1.02583 2.73977
VERTEX_SE2 1016 0.221059 1.16278 2.74043
VERTEX_SE2 1017 -0.0792132 1.29823 2.73781
VERTEX_SE2 1018 0.192561 1.19299 -2.87686
VERTEX_SE2 1019 -0.106875 1.09009 -2.81165
VERTEX_SE2 1020 0.0780572 1.15439 -2.58953
VERTEX_SE2 1021 -0.0221358 0.960009 -2.08337
VERTEX_SE2 1022 -0.180037 0.663689 -2.08854
VERTEX_SE2 1023 -0.338434 0.368969 -2.09424
VERTEX_SE2 1024 -0.499868 0.0729636 -2.1004
VERTEX_SE2 1025 -0.664125 -0.221813 -2.11263
VERTEX_SE2 1026 -0.832627 -0.515301 -2.12327
VERTEX_SE2 1027 -0.776321 -0.438786 -2.13725
VERTEX_SE2 1028 -0.724544 -0.563939 -1.42413
VERTEX_SE2 1029 -0.663743 -0.90555 -1.45073
VERTEX_SE2 1030 -0.688954 -0.60161 -0.764854
VERTEX_SE2 1031 -0.417512 -0.83266 -0.746708
VERTEX_SE2 1032 -0.144524 -1.07474 -0.768171
VERTEX_SE2 1033 0.122834 -1.32255 -0.793315
VERTEX_SE2 1034 0.385771 -1.57982 -0.822191
VERTEX_SE2 1035 0.641679 -1.8459 -0.851042
VERTEX_SE2 1036 0.889046 -2.12122 -0.889343
VERTEX_SE2 1037 1.12563 -2.40536 -0.931419
VERTEX_SE2 1038 1.1937 -2.47784 -0.972629
VERTEX_SE2 1039 1.22395 -2.3737 -0.28697
VERTEX_SE2 1040 1.47436 -2.44509 -0.325846
VERTEX_SE2 1041 1.30608 -2.33954 0.393604
VERTEX_SE2 1042 1.67105 -2.20005 0.349755
VERTEX_SE2 1043 1.41082 -2.28977 0.89711
VERTEX_SE2 1044 1.59904 -1.99313 1.02178
VERTEX_SE2 1045 1.82209 -1.66947 0.981009
VERTEX_SE2 1046 2.05829 -1.35313 0.946848
VERTEX_SE2 1047 2.30577 -1.04654 0.909672
VERTEX_SE2 1048 2.30164 -1.07417 0.876154
VERTEX_SE2 1049 2.26663 -0.986192 1.56383
VERTEX_SE2 1050 2.28577 -0.687952 1.53361
VERTEX_SE2 1051 2.24916 -0.923915 2.22948
VERTEX_SE2 1052 2.03322 -0.597339 2.19454
VERTEX_SE2 1053 1.82537 -0.262176 2.17402
VERTEX_SE2 1054 1.62547 0.0791603 2.15279
VERTEX_SE2 1055 1.43207 0.424848 2.13841
VERTEX_SE2 1056 1.24359 0.774024 2.12898
VERTEX_SE2 1057 1.05946 1.1239 2.12446
VERTEX_SE2 1058 1.15243 0.978572 2.22195
VERTEX_SE2 1059 0.94422 1.06666 2.84195
VERTEX_SE2 1060 0.581369 1.21298 2.84195
VERTEX_SE2 1061 0.214916 1.34662 2.84194
VERTEX_SE2 1062 0.478896 1.25058 -2.95504
VERTEX_SE2 1063 0.171738 1.12929 -2.71661
VERTEX_SE2 1064 -0.193506 0.984573 -2.71472
VERTEX_SE2 1065 -0.282699 0.949465 -2.71661
VERTEX_SE2 1066 -0.186949 0.912877 -1.98611
VERTEX_SE2 1067 -0.363967 0.562159 -1.988
VERTEX_SE2 1068 -0.540957 0.211714 -1.988
VERTEX_SE2 1069 -0.56365 0.167052 -1.988
VERTEX_SE2 1070 -0.476974 0.147752 -1.26347
VERTEX_SE2 1071 -0.376531 -0.231528 -1.26158
VERTEX_SE2 1072 -0.27619 -0.611364 -1.26347
VERTEX_SE2 1073 -0.321004 -0.444756 -1.18215
VERTEX_SE2 1074 -0.137861 -0.56598 -0.537314
VERTEX_SE2 1075 0.189095 -0.782861 -0.535423
VERTEX_SE2 1076 0.516628 -0.999796 -0.537314
VERTEX_SE2 1077 0.843849 -1.21674 -0.537314
VERTEX_SE2 1078 1.16936 -1.43256 -0.537314
VERTEX_SE2 1079 1.49611 -1.64882 -0.535423
VERTEX_SE2 1080 1.53467 -1.67439 -0.537314
VERTEX_SE2 1081 1.55548 -1.58948 0.190965
VERTEX_SE2 1082 1.94421 -1.53447 0.190965
VERTEX_SE2 1083 2.13403 -1.50761 0.18718
VERTEX_SE2 1084 1.96779 -1.48301 0.919563
VERTEX_SE2 1085 2.2204 -1.18548 0.91767
VERTEX_SE2 1086 2.47451 -0.885873 0.915777
VERTEX_SE2 1087 2.72836 -0.586715 0.917669
VERTEX_SE2 1088 2.92935 -0.34997 0.919561
VERTEX_SE2 1089 2.74089 -0.54282 1.64611
VERTEX_SE2 1090 2.73191 -0.151592 1.64422
VERTEX_SE2 1091 2.7321 -0.162325 1.64422
VERTEX_SE2 1092 2.63473 -0.141875 2.36853
VERTEX_SE2 1093 2.36727 0.145894 2.37042
VERTEX_SE2 1094 2.10008 0.433215 2.36853
VERTEX_SE2 1095 1.83399 0.719462 2.37042
VERTEX_SE2 1096 1.56664 1.00699 2.36664
VERTEX_SE2 1097 1.28978 1.30486 2.36853
VERTEX_SE2 1098 1.02369 1.59112 2.37042
VERTEX_SE2 1099 0.756614 1.8782 2.37042
VERTEX_SE2 2000 -4.18587e-07 -1.22994e-07 2.85246e-05
VERTEX_SE2 2001 -0.00428467 -0.00138465 0.011466
VERTEX_SE2 2002 0.554635 0.00326379 0.0235735
VERTEX_SE2 2003 1.12905 0.0151031 0.0363083
VERTEX_SE2 2004 0.981234 0.00798513 0.239952
VERTEX_SE2 2005 1.23033 0.258834 0.783486
VERTEX_SE2 2006 1.08994 0.126888 1.08616
VERTEX_SE2 2007 1.09922 0.527498 1.53019
VERTEX_SE2 2008 1.11129 1.10658 1.53087
VERTEX_SE2 2009 1.12414 1.68352 1.52521
VERTEX_SE2 2010 1.11812 1.77614 1.51848
VERTEX_SE2 2011 0.968773 1.87768 2.27882
VERTEX_SE2 2012 0.945759 1.89639 2.28565
VERTEX_SE2 2013 0.712584 1.89526 3.05296
VERTEX_SE2 2014 0.880573 1.87969 -2.96243
VERTEX_SE2 2015 0.540078 1.63795 -2.51811
VERTEX_SE2 2016 0.475373 1.59882 -2.52534
VERTEX_SE2 2017 0.462531 1.40539 -1.75885
VERTEX_SE2 2018 0.34374 0.814215 -1.7539
VERTEX_SE2 2019 0.226389 0.219215 -1.74443
VERTEX_SE2 2020 0.114051 -0.382963 -1.72849
VERTEX_SE2 2021 0.154831 -0.170179 -1.46326
VERTEX_SE2 2022 0.364158 -0.549264 -1.03538
VERTEX_SE2 2023 0.441586 -0.694485 -1.01308
VERTEX_SE2 2024 0.556101 -0.655485 -0.225103
VERTEX_SE2 2025 1.15126 -0.792175 -0.208819
VERTEX_SE2 2026 1.74943 -0.919651 -0.190445
VERTEX_SE2 2027 2.35345 -1.03574 -0.170122
VERTEX_SE2 2028 2.24982 -1.02108 -0.0949957
VERTEX_SE2 2029 2.51649 -0.841726 0.592235
VERTEX_SE2 2030 2.36789 -0.928619 0.781334
VERTEX_SE2 2031 2.46319 -0.550241 1.31607
VERTEX_SE2 2032 2.61373 0.0529676 1.32383
VERTEX_SE2 2033 2.76031 0.655049 1.32283
VERTEX_SE2 2034 2.7447 0.631591 1.32014
VERTEX_SE2 2035 2.59974 0.880067 2.07195
VERTEX_SE2 2036 2.6089 0.841833 2.07088
VERTEX_SE2 2037 2.30853 0.938974 2.82255
VERTEX_SE2 2038 1.67857 1.15288 2.81844
VERTEX_SE2 2039 1.05676 1.36709 2.8137
VERTEX_SE2 2040 0.431671 1.58534 2.80847
VERTEX_SE2 2041 0.653589 1.52027 -3.10937
VERTEX_SE2 2042 0.204545 1.31979 -2.70849
VERTEX_SE2 2043 0.399278 1.41855 -2.43042
VERTEX_SE2 2044 0.203248 0.980414 -1.97144
VERTEX_SE2 2045 -0.078316 0.331427 -1.96484
VERTEX_SE2 2046 -0.356211 -0.327655 -1.9434
VERTEX_SE2 2047 -0.613176 -0.978773 -1.91299
VERTEX_SE2 2048 -0.514211 -0.621882 -1.24904
VERTEX_SE2 2049 -0.372201 -0.977599 -1.1349
VERTEX_SE2 2050 -0.410037 -0.78574 -0.333806
VERTEX_SE2 2051 0.2686 -1.01224 -0.320364
VERTEX_SE2 2052 0.954354 -1.22969 -0.309487
VERTEX_SE2 2053 1.64332 -1.43989 -0.308868
VERTEX_SE2 2054 1.25157 -1.32186 0.294732
VERTEX_SE2 2055 1.8408 -1.02043 0.437009
VERTEX_SE2 2056 2.48993 -0.686852 0.431184
VERTEX_SE2 2057 2.18068 -0.811716 0.852502
VERTEX_SE2 2058 2.07194 -1.01832 1.24668
VERTEX_SE2 2059 1.92286 -0.618001 1.87633
VERTEX_SE2 2060 1.99689 -0.897465 2.24539
VERTEX_SE2 2061 1.49363 -0.558629 2.53299
VERTEX_SE2 2062 0.868288 -0.135976 2.53299
VERTEX_SE2 2063 0.241962 0.285709 2.53488
VERTEX_SE2 2064 -0.37425 0.700837 2.53299
VERTEX_SE2 2065 -0.989839 1.11688 2.53109
VERTEX_SE2 2066 -0.768623 0.972678 2.86402
VERTEX_SE2 2067 -1.25356 0.907459 -3.03151
VERTEX_SE2 2068 -0.890617 0.954478 -2.32236
VERTEX_SE2 2069 -1.37329 0.397497 -2.29966
VERTEX_SE2 2070 -1.20532 0.589218 -1.89477
VERTEX_SE2 2071 -1.20281 0.00631408 -1.5825
VERTEX_SE2 2072 -1.21407 -0.366851 -1.49165
VERTEX_SE2 2073 -1.11871 -0.275641 -0.721466
VERTEX_SE2 2074 -0.694065 -0.638438 -0.721466
VERTEX_SE2 2075 -0.877785 -0.446405 0.0539271
VERTEX_SE2 2076 -0.136066 -0.397108 0.0501453
VERTEX_SE2 2077 0.606033 -0.349156 0.0482545
VERTEX_SE2 2078 1.34786 -0.301436 0.0482545
